idpais;Pais;dep;Departamento;prov;Provincia;sec;Municipio;idloc;Localidad;dist;Distrito;zona;NomZona;reci;otros;idRecinto;Recinto;nombre;NumMesa;CodigoMesa;VotosConvergencia;VotosPulso;VotosMuspa;votosValidos;VotosBsd;VotosGente;VotosAs;VotosUn;Validos;votosNulos;votosBlancos;votosEmitidos;inscritos
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;1;DISTRITO 1                              ;103;LIMANIPATA                              ;105;ESC. LIMANIPATA 10 DE JUNIO;160;ESC. LIMANIPATA 10 DE JUNIO             ;4;322507290010504;20052;2;2;0;209;0;1;3;9;226;1;3;230;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;1;DISTRITO 1                              ;103;LIMANIPATA                              ;105;ESC. LIMANIPATA 10 DE JUNIO;160;ESC. LIMANIPATA 10 DE JUNIO             ;5;322507290010505;20053;4;0;1;167;0;1;3;8;184;0;2;186;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;2;DISTRITO 2                              ;201;LA ZARZUELA                             ;201;ESC. ABRAHAM LINCOLN;152;ESC. ABRAHAM LINCOLN                    ;1;322507290020101;20054;21;0;1;160;1;0;7;24;214;11;3;228;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;2;DISTRITO 2                              ;201;LA ZARZUELA                             ;201;ESC. ABRAHAM LINCOLN;152;ESC. ABRAHAM LINCOLN                    ;2;322507290020102;20055;32;0;0;155;0;1;4;29;221;7;7;235;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;2;DISTRITO 2                              ;201;LA ZARZUELA                             ;201;ESC. ABRAHAM LINCOLN;152;ESC. ABRAHAM LINCOLN                    ;3;322507290020103;20056;9;0;2;192;1;3;4;14;225;2;3;230;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;2;DISTRITO 2                              ;201;LA ZARZUELA                             ;201;ESC. ABRAHAM LINCOLN;152;ESC. ABRAHAM LINCOLN                    ;4;322507290020104;20057;7;0;0;201;0;0;0;18;226;4;4;234;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;2;DISTRITO 2                              ;201;LA ZARZUELA                             ;201;ESC. ABRAHAM LINCOLN;152;ESC. ABRAHAM LINCOLN                    ;5;322507290020105;20058;21;1;5;105;4;2;5;19;162;6;61;229;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;2;DISTRITO 2                              ;201;LA ZARZUELA                             ;201;ESC. ABRAHAM LINCOLN;152;ESC. ABRAHAM LINCOLN                    ;6;322507290020106;20059;26;0;1;167;1;2;5;23;225;2;4;231;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;2;DISTRITO 2                              ;201;LA ZARZUELA                             ;201;ESC. ABRAHAM LINCOLN;152;ESC. ABRAHAM LINCOLN                    ;7;322507290020107;20060;15;0;2;183;0;0;9;13;222;3;1;226;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;2;DISTRITO 2                              ;201;LA ZARZUELA                             ;201;ESC. ABRAHAM LINCOLN;152;ESC. ABRAHAM LINCOLN                    ;8;322507290020108;20061;6;0;0;183;0;1;4;17;211;5;10;226;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;2;DISTRITO 2                              ;201;LA ZARZUELA                             ;201;ESC. ABRAHAM LINCOLN;152;ESC. ABRAHAM LINCOLN                    ;9;322507290020109;20062;16;0;2;172;2;2;8;14;216;1;6;223;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;2;DISTRITO 2                              ;201;LA ZARZUELA                             ;201;ESC. ABRAHAM LINCOLN;152;ESC. ABRAHAM LINCOLN                    ;10;322507290020110;20063;20;0;2;170;1;2;4;26;225;4;3;232;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;2;DISTRITO 2                              ;201;LA ZARZUELA                             ;201;ESC. ABRAHAM LINCOLN;152;ESC. ABRAHAM LINCOLN                    ;11;322507290020111;20064;18;0;2;181;0;6;1;18;226;3;1;230;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;2;DISTRITO 2                              ;201;LA ZARZUELA                             ;201;ESC. ABRAHAM LINCOLN;152;ESC. ABRAHAM LINCOLN                    ;12;322507290020112;20065;17;1;1;179;0;1;1;12;212;10;3;225;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;2;DISTRITO 2                              ;201;LA ZARZUELA                             ;201;ESC. ABRAHAM LINCOLN;152;ESC. ABRAHAM LINCOLN                    ;13;322507290020113;20066;30;1;3;155;0;2;6;23;220;7;0;227;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;2;DISTRITO 2                              ;201;LA ZARZUELA                             ;201;ESC. ABRAHAM LINCOLN;152;ESC. ABRAHAM LINCOLN                    ;14;322507290020114;20067;33;0;0;167;0;1;3;11;215;4;3;222;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;2;DISTRITO 2                              ;201;LA ZARZUELA                             ;201;ESC. ABRAHAM LINCOLN;152;ESC. ABRAHAM LINCOLN                    ;15;322507290020115;20068;5;0;1;119;0;2;3;8;138;3;0;141;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;2;DISTRITO 2                              ;201;LA ZARZUELA                             ;202;ESCUELA JOHN F. KENNEDY;148;ESCUELA JOHN F. KENNEDY                 ;1;322507290020201;20069;37;1;0;141;1;1;3;39;223;3;0;226;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;2;DISTRITO 2                              ;201;LA ZARZUELA                             ;202;ESCUELA JOHN F. KENNEDY;148;ESCUELA JOHN F. KENNEDY                 ;2;322507290020202;20070;16;0;1;171;2;1;3;31;225;4;0;229;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;2;DISTRITO 2                              ;201;LA ZARZUELA                             ;202;ESCUELA JOHN F. KENNEDY;148;ESCUELA JOHN F. KENNEDY                 ;3;322507290020203;20071;33;2;5;133;1;1;5;39;219;6;1;226;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;2;DISTRITO 2                              ;201;LA ZARZUELA                             ;202;ESCUELA JOHN F. KENNEDY;148;ESCUELA JOHN F. KENNEDY                 ;4;322507290020204;20072;41;1;0;123;0;1;10;36;212;5;3;220;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;2;DISTRITO 2                              ;201;LA ZARZUELA                             ;202;ESCUELA JOHN F. KENNEDY;148;ESCUELA JOHN F. KENNEDY                 ;5;322507290020205;20073;45;4;2;128;1;0;4;33;217;8;1;226;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;2;DISTRITO 2                              ;201;LA ZARZUELA                             ;202;ESCUELA JOHN F. KENNEDY;148;ESCUELA JOHN F. KENNEDY                 ;6;322507290020206;20074;31;0;1;153;0;3;5;37;230;0;0;230;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;2;DISTRITO 2                              ;201;LA ZARZUELA                             ;202;ESCUELA JOHN F. KENNEDY;148;ESCUELA JOHN F. KENNEDY                 ;7;322507290020207;20075;38;1;0;135;0;5;9;32;220;3;2;225;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;2;DISTRITO 2                              ;201;LA ZARZUELA                             ;202;ESCUELA JOHN F. KENNEDY;148;ESCUELA JOHN F. KENNEDY                 ;8;322507290020208;20076;35;1;1;123;0;1;6;40;207;5;1;213;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;2;DISTRITO 2                              ;201;LA ZARZUELA                             ;203;COLEGIO FRANCIA;9;COLEGIO FRANCIA                         ;1;322507290020301;20077;27;0;3;142;1;1;2;43;219;4;5;228;999
32;Bolivia;2;La Paz         ;1;Murillo                                 ;1;NUESTRA SEÑORA DE LA PAZ;729;Nuestra Señora de La Paz;2;DISTRITO 2                              ;201;LA ZARZUELA                             ;203;COLEGIO FRANCIA;9;COLEGIO FRANCIA                         ;2;322507290020302;20078;17;0;0;164;1;0;13;24;219;10;2;231;999
